1B6-058OutlinedJB_cp_masks.png,603075.46
1B6-058OutlinedJB_cp_masks.png,124160.95
1B6-058OutlinedJB_cp_masks.png,118566.89
1B6-058OutlinedJB_cp_masks.png,115170.34
1B6-058OutlinedJB_cp_masks.png,76805.11
1B6-058OutlinedJB_cp_masks.png,65887.6
1B6-058OutlinedJB_cp_masks.png,64063.35
1B6-058OutlinedJB_cp_masks.png,62924.95
1B6-058OutlinedJB_cp_masks.png,59687.02
1B6-058OutlinedJB_cp_masks.png,59486.4
1B6-058OutlinedJB_cp_masks.png,56668.38
1B6-058OutlinedJB_cp_masks.png,53313.81
1B6-058OutlinedJB_cp_masks.png,51298.27
1B6-058OutlinedJB_cp_masks.png,49128.77
1B6-058OutlinedJB_cp_masks.png,49124.1
1B6-058OutlinedJB_cp_masks.png,46907.94
1B6-058OutlinedJB_cp_masks.png,45970.16
1B6-058OutlinedJB_cp_masks.png,44211.23
1B6-058OutlinedJB_cp_masks.png,42037.06
1B6-058OutlinedJB_cp_masks.png,40861.32
1B6-058OutlinedJB_cp_masks.png,39265.69
1B6-059OutlinedJB_cp_masks.png,198427.97
1B6-059OutlinedJB_cp_masks.png,190505.78
1B6-059OutlinedJB_cp_masks.png,175426.56
1B6-059OutlinedJB_cp_masks.png,172165.31
1B6-059OutlinedJB_cp_masks.png,165288.21
1B6-059OutlinedJB_cp_masks.png,137621.2
1B6-059OutlinedJB_cp_masks.png,136534.12
1B6-059OutlinedJB_cp_masks.png,112375.64
1B6-059OutlinedJB_cp_masks.png,108017.97
1B6-059OutlinedJB_cp_masks.png,104794.04
1B6-059OutlinedJB_cp_masks.png,102302.61
1B6-059OutlinedJB_cp_masks.png,96974.5
1B6-059OutlinedJB_cp_masks.png,96605.91
1B6-059OutlinedJB_cp_masks.png,83271.63
1B6-059OutlinedJB_cp_masks.png,80570.25
1B6-059OutlinedJB_cp_masks.png,69648.08
1B6-059OutlinedJB_cp_masks.png,59673.02
1B6-059OutlinedJB_cp_masks.png,58431.97
1B6-059OutlinedJB_cp_masks.png,56990.3
1B6-059OutlinedJB_cp_masks.png,53355.8
1B6-059OutlinedJB_cp_masks.png,53043.21
1B6-059OutlinedJB_cp_masks.png,52366.69
1B6-059OutlinedJB_cp_masks.png,44556.48
1B6-059OutlinedJB_cp_masks.png,41729.13
1B6-059OutlinedJB_cp_masks.png,36914.23
1B6-059OutlinedJB_cp_masks.png,36909.56
1B6-059OutlinedJB_cp_masks.png,34432.13
1B6-059OutlinedJB_cp_masks.png,33839.6
1B6-059OutlinedJB_cp_masks.png,33275.06
1B6-059OutlinedJB_cp_masks.png,30326.4
1B6-059OutlinedJB_cp_masks.png,27956.28
1B6-059OutlinedJB_cp_masks.png,23010.74
1B6-060OutlinedJB_cp_masks.png,172412.58
1B6-060OutlinedJB_cp_masks.png,119681.97
1B6-060OutlinedJB_cp_masks.png,113728.67
1B6-060OutlinedJB_cp_masks.png,107224.82
1B6-060OutlinedJB_cp_masks.png,93409.98
1B6-060OutlinedJB_cp_masks.png,87489.33
