1B6-060OutlinedJB_cp_masks.png,84153.43
1B6-060OutlinedJB_cp_masks.png,83738.19
1B6-060OutlinedJB_cp_masks.png,83252.97
1B6-060OutlinedJB_cp_masks.png,79688.45
1B6-060OutlinedJB_cp_masks.png,75498.74
1B6-060OutlinedJB_cp_masks.png,69172.19
1B6-060OutlinedJB_cp_masks.png,63256.2
1B6-060OutlinedJB_cp_masks.png,61203.34
1B6-060OutlinedJB_cp_masks.png,55077.41
1B6-060OutlinedJB_cp_masks.png,51279.61
1B6-060OutlinedJB_cp_masks.png,49669.98
1B6-060OutlinedJB_cp_masks.png,46254.76
1B6-060OutlinedJB_cp_masks.png,42648.25
1B6-060OutlinedJB_cp_masks.png,42312.33
1B6-060OutlinedJB_cp_masks.png,40856.66
1B6-060OutlinedJB_cp_masks.png,37646.73
1B6-060OutlinedJB_cp_masks.png,36279.71
1B6-060OutlinedJB_cp_masks.png,35309.26
1B6-060OutlinedJB_cp_masks.png,35201.95
1B6-060OutlinedJB_cp_masks.png,27130.46
1B6-062OutlinedJB_cp_masks.png,220398.28
1B6-062OutlinedJB_cp_masks.png,165577.48
1B6-062OutlinedJB_cp_masks.png,161560.4
1B6-062OutlinedJB_cp_masks.png,156208.95
1B6-062OutlinedJB_cp_masks.png,146597.82
1B6-062OutlinedJB_cp_masks.png,142730.04
1B6-062OutlinedJB_cp_masks.png,124081.63
1B6-062OutlinedJB_cp_masks.png,110528.06
1B6-062OutlinedJB_cp_masks.png,94730.34
1B6-062OutlinedJB_cp_masks.png,90885.89
1B6-062OutlinedJB_cp_masks.png,90577.96
1B6-062OutlinedJB_cp_masks.png,83598.22
1B6-062OutlinedJB_cp_masks.png,82548.46
1B6-062OutlinedJB_cp_masks.png,82081.9
1B6-062OutlinedJB_cp_masks.png,78004.17
1B6-062OutlinedJB_cp_masks.png,73002.64
1B6-062OutlinedJB_cp_masks.png,71910.89
1B6-062OutlinedJB_cp_masks.png,69433.46
1B6-062OutlinedJB_cp_masks.png,68173.75
1B6-062OutlinedJB_cp_masks.png,63027.59
1B6-062OutlinedJB_cp_masks.png,62794.31
1B6-062OutlinedJB_cp_masks.png,59323.1
1B6-062OutlinedJB_cp_masks.png,58842.55
1B6-062OutlinedJB_cp_masks.png,55436.66
1B6-062OutlinedJB_cp_masks.png,52441.34
1B6-062OutlinedJB_cp_masks.png,51820.82
1B6-062OutlinedJB_cp_masks.png,48802.18
1B6-062OutlinedJB_cp_masks.png,48666.87
1B6-062OutlinedJB_cp_masks.png,45802.2
1B6-062OutlinedJB_cp_masks.png,45685.56
1B6-062OutlinedJB_cp_masks.png,45191.0
1B6-062OutlinedJB_cp_masks.png,44164.57
1B6-062OutlinedJB_cp_masks.png,43446.07
1B6-062OutlinedJB_cp_masks.png,42965.51
1B6-062OutlinedJB_cp_masks.png,41183.25
1B6-062OutlinedJB_cp_masks.png,40660.7
1B6-062OutlinedJB_cp_masks.png,38374.56
1B6-062OutlinedJB_cp_masks.png,35332.59
1B6-062OutlinedJB_cp_masks.png,33713.63
1B6-062OutlinedJB_cp_masks.png,31217.53
1B6-062OutlinedJB_cp_masks.png,31063.56
1B6-063OutlinedJB_cp_masks.png,397523.12
1B6-063OutlinedJB_cp_masks.png,294142.75
1B6-063OutlinedJB_cp_masks.png,266536.4
1B6-063OutlinedJB_cp_masks.png,184440.5
1B6-063OutlinedJB_cp_masks.png,145604.04
1B6-063OutlinedJB_cp_masks.png,136184.2
1B6-063OutlinedJB_cp_masks.png,117871.72
1B6-063OutlinedJB_cp_masks.png,114881.07
1B6-063OutlinedJB_cp_masks.png,112431.63
1B6-063OutlinedJB_cp_masks.png,110374.1
1B6-063OutlinedJB_cp_masks.png,100063.12
1B6-063OutlinedJB_cp_masks.png,92355.55
1B6-063OutlinedJB_cp_masks.png,87526.66
1B6-063OutlinedJB_cp_masks.png,81018.14
1B6-063OutlinedJB_cp_masks.png,79781.76
1B6-063OutlinedJB_cp_masks.png,66764.74
1B6-063OutlinedJB_cp_masks.png,65682.32
1B6-063OutlinedJB_cp_masks.png,64515.92
1B6-063OutlinedJB_cp_masks.png,62509.71
1B6-063OutlinedJB_cp_masks.png,55175.39
1B6-063OutlinedJB_cp_masks.png,53859.69
1B6-063OutlinedJB_cp_masks.png,50141.2
1B6-063OutlinedJB_cp_masks.png,49567.33
1B6-063OutlinedJB_cp_masks.png,45121.02
1B6-063OutlinedJB_cp_masks.png,44463.17
1B6-063OutlinedJB_cp_masks.png,41481.85
1B6-063OutlinedJB_cp_masks.png,40721.36
1B6-063OutlinedJB_cp_masks.png,40693.36
1B6-063OutlinedJB_cp_masks.png,38383.89
1B6-063OutlinedJB_cp_masks.png,38192.6
1B6-063OutlinedJB_cp_masks.png,35981.11
1B6-063OutlinedJB_cp_masks.png,27065.15
